time_str,wse,width,geoid_hght,node_q,node_q_b,time,time_original,wse_corrected,expected_width,residual,dA,total_lag_h,time_at_station,slope,q_weis,Q_calc,v_actual
2025-05-21T07:28:44Z,1036.77167,375.254387,-13.2377641,1,4,2025-05-21,2025-05-21 07:28:44,1050.0094341000001,411.47198451900476,-36.217597519004755,231.96274840316255,0.0,2025-05-21 07:28:44,0.0001151140760788,,1519.2792142896585,0.47244901370109466
2025-06-11T04:13:49Z,1037.31943,436.245436,-13.2375781,1,8,2025-06-11,2025-06-11 04:13:49,1050.5570081,424.9368291790015,11.308606820998477,460.9606082790729,0.0,2025-06-11 04:13:49,0.0001955033034899,,2008.3477376894612,0.5830168758407712
2025-07-02T00:58:55Z,1037.21444,428.14194,-13.2375256,1,8,2025-07-02,2025-07-02 00:58:55,1050.4519656,422.35383410400027,5.788105895999706,416.45984353008646,0.0,2025-07-02 00:58:55,0.0002035226650894,,2030.4177777677612,0.5971378196314577
2025-07-22T21:44:00Z,1037.39655,431.76667,-13.2375855,1,8,2025-07-22,2025-07-22 21:44:00,1050.6341355,426.8333919450015,4.933278054998482,493.8080195553837,0.0,2025-07-22 21:44:00,0.000199682405932,,2076.2944373462087,0.5970484298848509
2025-08-12T18:29:04Z,1037.32334,441.457955,-13.2376936,1,8,2025-08-12,2025-08-12 18:29:04,1050.5610336,425.0358162240009,16.422138775999144,462.67139072106545,0.0,2025-08-12 18:29:04,0.0001921777449481,,1977.1236337381301,0.5736677158378026
2025-09-02T15:14:09Z,1037.26633,447.360471,-13.2381014,0,0,2025-09-02,2025-09-02 15:14:09,1050.5044314,423.6439681259981,23.716502874001947,438.6528192761785,0.0,2025-09-02 15:14:09,0.000185354658601,,1902.2890123425952,0.5558278436759728
2025-09-23T11:59:12Z,1037.31193,437.604826,-13.237516,0,0,2025-09-23,2025-09-23 11:59:12,1050.549446,424.75087714000256,12.853948859997445,457.7478965770605,0.0,2025-09-23 11:59:12,0.0002012824265099,,2030.4327249417152,0.5899783137536202
2025-10-14T08:44:17Z,1037.03058,429.086368,-13.2377513,1,8,2025-10-14,2025-10-14 08:44:17,1050.2683313,417.8382666670004,11.248101332999568,339.3157993847828,0.0,2025-10-14 08:44:17,0.0001649474424364,,1756.7208067460745,0.5286382416928471
2025-11-04T05:29:23Z,1036.91242,331.017643,-13.2374811,0,0,2025-11-04,2025-11-04 05:29:23,1050.1499011,414.92606804900424,-83.90842504900422,290.0035760281749,0.0,2025-11-04 05:29:23,0.0001158174225812,,1706.96450331114,0.5214026063860936
2025-11-25T02:14:26Z,1037.55762,435.779747,-13.2375667,0,0,2025-11-25,2025-11-25 02:14:26,1050.7951867,430.79364095300116,4.986106046998827,562.8689509557041,0.0,2025-11-25 02:14:26,0.000196936576015,,2117.566349749503,0.597059480212748
2025-12-15T22:59:29Z,1037.26104,441.012783,-13.2374843,1,8,2025-12-15,2025-12-15 22:59:29,1050.4985243,423.4987125370026,17.514070462997438,436.150741011778,0.0,2025-12-15 22:59:29,0.000190635340127,,1945.2915758619808,0.5688085622461613
2026-01-05T19:44:36Z,1036.91868,424.571664,-13.2374067,0,0,2026-01-05,2026-01-05 19:44:36,1050.1560867,415.0781719530023,9.493492046997687,292.57061314164457,0.0,2026-01-05 19:44:36,0.0001928286219811,,1868.2029576778689,0.5702067562967319
2026-01-26T16:29:40Z,1036.75697,427.738615,-13.2373918,0,0,2026-01-26,2026-01-26 16:29:40,1049.9943618,411.1013566620022,16.637258337997764,225.7637123179574,0.0,2026-01-26 16:29:40,0.0001942222622535,,1802.7040237139545,0.5616681275017615
2026-02-16T13:14:43Z,1036.99954,440.519422,-13.238401,0,0,2026-02-16,2026-02-16 13:14:43,1050.237941,417.0909691900051,23.428452809994894,326.62892440658953,0.0,2026-02-16 13:14:43,0.0002087827899425,,1929.7233458465817,0.5829242128902145
2026-03-09T09:59:52Z,1036.67648,426.514655,-13.2374011,0,0,2026-03-09,2026-03-09 09:59:52,1049.9138811,409.1223362490018,17.392318750998186,192.75762383694513,0.0,2026-03-09 09:59:52,0.0001925799213665,,1767.7789772078738,0.5565095149030309
2026-03-30T06:44:56Z,1036.78481,442.025695,-13.2375207,0,0,2026-03-30,2026-03-30 06:44:56,1050.0223307,411.7891119130036,30.236583086996404,237.27138293127516,0.0,2026-03-30 06:44:56,0.0001775622616792,,1696.3995240003176,0.5266585520504848
2026-04-20T03:30:01Z,1037.25538,437.764668,-13.2377432,1,8,2026-04-20,2026-04-20 03:30:01,1050.4931232000001,423.3658994880061,14.398768511993865,433.86374078378725,0.0,2026-04-20 03:30:01,0.0001837040349609,,1916.8955969872272,0.5608805754990311
